is_product_purchased,id,location_id,income_id,housing_id
N,9050,3,9050,9050
Y,9051,3,9051,9051
N,9052,3,9052,9052
N,9053,3,9053,9053
N,9054,3,9054,9054
N,9055,3,9055,9055
N,9056,3,9056,9056
Y,9057,4,9057,9057
N,9058,4,9058,9058
N,9059,3,9059,9059
N,9060,3,9060,9060
N,9061,3,9061,9061
N,9062,3,9062,9062
N,9063,2,9063,9063
N,9064,2,9064,9064
N,9065,1,9065,9065
N,9066,2,9066,9066
N,9067,3,9067,9067
N,9068,3,9068,9068
Y,9069,3,9069,9069
Y,9070,1,9070,9070
N,9071,4,9071,9071
Y,9072,1,9072,9072
N,9073,4,9073,9073
N,9074,3,9074,9074
Y,9075,4,9075,9075
Y,9076,4,9076,9076
Y,9077,4,9077,9077
Y,9078,1,9078,9078
Y,9079,3,9079,9079
N,9080,3,9080,9080
Y,9081,3,9081,9081
Y,9082,2,9082,9082
Y,9083,1,9083,9083
Y,9084,4,9084,9084
Y,9085,3,9085,9085
Y,9086,1,9086,9086
N,9087,3,9087,9087
Y,9088,4,9088,9088
Y,9089,3,9089,9089
Y,9090,4,9090,9090
N,9091,5,9091,9091
N,9092,4,9092,9092
Y,9093,1,9093,9093
Y,9094,2,9094,9094
Y,9095,1,9095,9095
N,9096,2,9096,9096
Y,9097,4,9097,9097
Y,9098,4,9098,9098
N,9099,3,9099,9099
Y,9100,3,9100,9100
Y,9101,1,9101,9101
Y,9102,1,9102,9102
Y,9103,3,9103,9103
Y,9104,3,9104,9104
Y,9105,4,9105,9105
Y,9106,1,9106,9106
Y,9107,1,9107,9107
Y,9108,4,9108,9108
Y,9109,2,9109,9109
Y,9110,3,9110,9110
Y,9111,4,9111,9111
Y,9112,4,9112,9112
Y,9113,3,9113,9113
N,9114,4,9114,9114
N,9115,3,9115,9115
N,9116,3,9116,9116
N,9117,3,9117,9117
N,9118,2,9118,9118
N,9119,3,9119,9119
Y,9120,4,9120,9120
Y,9121,4,9121,9121
N,9122,3,9122,9122
N,9123,4,9123,9123
N,9124,3,9124,9124
N,9125,2,9125,9125
Y,9126,2,9126,9126
Y,9127,3,9127,9127
Y,9128,1,9128,9128
Y,9129,1,9129,9129
N,9130,1,9130,9130
Y,9131,1,9131,9131
N,9132,3,9132,9132
Y,9133,3,9133,9133
N,9134,4,9134,9134
Y,9135,2,9135,9135
Y,9136,3,9136,9136
Y,9137,4,9137,9137
N,9138,4,9138,9138
N,9139,2,9139,9139
N,9140,4,9140,9140
Y,9141,3,9141,9141
Y,9142,3,9142,9142
N,9143,4,9143,9143
Y,9144,4,9144,9144
Y,9145,1,9145,9145
N,9146,1,9146,9146
N,9147,3,9147,9147
Y,9148,2,9148,9148
Y,9149,1,9149,9149
Y,9150,1,9150,9150
Y,9151,3,9151,9151
N,9152,4,9152,9152
Y,9153,3,9153,9153
N,9154,2,9154,9154
Y,9155,3,9155,9155
Y,9156,1,9156,9156
N,9157,3,9157,9157
N,9158,3,9158,9158
N,9159,2,9159,9159
N,9160,3,9160,9160
Y,9161,3,9161,9161
Y,9162,1,9162,9162
N,9163,4,9163,9163
Y,9164,1,9164,9164
Y,9165,2,9165,9165
Y,9166,1,9166,9166
N,9167,1,9167,9167
N,9168,4,9168,9168
N,9169,2,9169,9169
Y,9170,1,9170,9170
N,9171,4,9171,9171
N,9172,4,9172,9172
N,9173,1,9173,9173
Y,9174,4,9174,9174
Y,9175,2,9175,9175
Y,9176,2,9176,9176
Y,9177,2,9177,9177
N,9178,1,9178,9178
N,9179,2,9179,9179
N,9180,1,9180,9180
N,9181,4,9181,9181
N,9182,4,9182,9182
Y,9183,3,9183,9183
N,9184,1,9184,9184
Y,9185,3,9185,9185
Y,9186,1,9186,9186
Y,9187,3,9187,9187
N,9188,1,9188,9188
Y,9189,3,9189,9189
Y,9190,1,9190,9190
Y,9191,1,9191,9191
Y,9192,4,9192,9192
Y,9193,4,9193,9193
Y,9194,1,9194,9194
N,9195,3,9195,9195
Y,9196,3,9196,9196
Y,9197,2,9197,9197
Y,9198,4,9198,9198
Y,9199,4,9199,9199
N,9200,3,9200,9200
Y,9201,3,9201,9201
N,9202,4,9202,9202
Y,9203,3,9203,9203
Y,9204,4,9204,9204
Y,9205,3,9205,9205
Y,9206,4,9206,9206
Y,9207,4,9207,9207
Y,9208,3,9208,9208
N,9209,3,9209,9209
Y,9210,4,9210,9210
Y,9211,4,9211,9211
N,9212,1,9212,9212
Y,9213,4,9213,9213
N,9214,3,9214,9214
N,9215,4,9215,9215
N,9216,3,9216,9216
N,9217,4,9217,9217
Y,9218,3,9218,9218
N,9219,1,9219,9219
Y,9220,2,9220,9220
N,9221,4,9221,9221
N,9222,3,9222,9222
Y,9223,1,9223,9223
N,9224,3,9224,9224
N,9225,1,9225,9225
Y,9226,4,9226,9226
N,9227,4,9227,9227
Y,9228,4,9228,9228
Y,9229,1,9229,9229
Y,9230,3,9230,9230
Y,9231,4,9231,9231
Y,9232,3,9232,9232
Y,9233,4,9233,9233
Y,9234,1,9234,9234
Y,9235,1,9235,9235
N,9236,1,9236,9236
Y,9237,4,9237,9237
Y,9238,1,9238,9238
Y,9239,4,9239,9239
Y,9240,3,9240,9240
Y,9241,3,9241,9241
Y,9242,1,9242,9242
Y,9243,3,9243,9243
Y,9244,5,9244,9244
N,9245,4,9245,9245
Y,9246,1,9246,9246
Y,9247,1,9247,9247
Y,9248,1,9248,9248
N,9249,4,9249,9249
N,9250,4,9250,9250
N,9251,1,9251,9251
Y,9252,4,9252,9252
Y,9253,2,9253,9253
Y,9254,4,9254,9254
N,9255,4,9255,9255
Y,9256,4,9256,9256
Y,9257,4,9257,9257
Y,9258,3,9258,9258
Y,9259,4,9259,9259
N,9260,4,9260,9260
N,9261,4,9261,9261
Y,9262,1,9262,9262
Y,9263,3,9263,9263
N,9264,1,9264,9264
Y,9265,1,9265,9265
N,9266,2,9266,9266
N,9267,2,9267,9267
Y,9268,2,9268,9268
Y,9269,3,9269,9269
N,9270,3,9270,9270
Y,9271,3,9271,9271
Y,9272,2,9272,9272
N,9273,3,9273,9273
Y,9274,2,9274,9274
Y,9275,1,9275,9275
Y,9276,4,9276,9276
Y,9277,1,9277,9277
N,9278,3,9278,9278
Y,9279,4,9279,9279
Y,9280,1,9280,9280
Y,9281,4,9281,9281
Y,9282,4,9282,9282
Y,9283,3,9283,9283
Y,9284,4,9284,9284
N,9285,1,9285,9285
N,9286,1,9286,9286
Y,9287,4,9287,9287
Y,9288,3,9288,9288
N,9289,2,9289,9289
N,9290,1,9290,9290
Y,9291,1,9291,9291
Y,9292,1,9292,9292
N,9293,2,9293,9293
Y,9294,2,9294,9294
N,9295,4,9295,9295
Y,9296,4,9296,9296
N,9297,1,9297,9297
N,9298,2,9298,9298
N,9299,2,9299,9299
Y,9300,2,9300,9300
Y,9301,2,9301,9301
Y,9302,4,9302,9302
N,9303,1,9303,9303
N,9304,3,9304,9304
N,9305,3,9305,9305
N,9306,3,9306,9306
N,9307,3,9307,9307
Y,9308,4,9308,9308
N,9309,1,9309,9309
Y,9310,1,9310,9310
Y,9311,2,9311,9311
N,9312,2,9312,9312
Y,9313,4,9313,9313
Y,9314,4,9314,9314
Y,9315,3,9315,9315
Y,9316,1,9316,9316
Y,9317,1,9317,9317
N,9318,3,9318,9318
Y,9319,3,9319,9319
N,9320,4,9320,9320
Y,9321,4,9321,9321
Y,9322,3,9322,9322
Y,9323,3,9323,9323
N,9324,4,9324,9324
N,9325,2,9325,9325
Y,9326,3,9326,9326
N,9327,1,9327,9327
N,9328,3,9328,9328
Y,9329,3,9329,9329
Y,9330,4,9330,9330
Y,9331,1,9331,9331
Y,9332,3,9332,9332
N,9333,2,9333,9333
Y,9334,4,9334,9334
N,9335,1,9335,9335
Y,9336,1,9336,9336
Y,9337,3,9337,9337
Y,9338,4,9338,9338
N,9339,1,9339,9339
N,9340,2,9340,9340
Y,9341,1,9341,9341
Y,9342,1,9342,9342
Y,9343,4,9343,9343
N,9344,3,9344,9344
N,9345,3,9345,9345
N,9346,3,9346,9346
N,9347,4,9347,9347
N,9348,2,9348,9348
Y,9349,2,9349,9349
N,9350,1,9350,9350
N,9351,2,9351,9351
Y,9352,2,9352,9352
Y,9353,2,9353,9353
Y,9354,3,9354,9354
N,9355,3,9355,9355
Y,9356,1,9356,9356
Y,9357,1,9357,9357
N,9358,3,9358,9358
Y,9359,1,9359,9359
Y,9360,2,9360,9360
Y,9361,1,9361,9361
N,9362,4,9362,9362
N,9363,3,9363,9363
Y,9364,1,9364,9364
Y,9365,2,9365,9365
Y,9366,3,9366,9366
Y,9367,3,9367,9367
N,9368,4,9368,9368
Y,9369,4,9369,9369
N,9370,3,9370,9370
Y,9371,1,9371,9371
Y,9372,3,9372,9372
Y,9373,3,9373,9373
N,9374,3,9374,9374
N,9375,4,9375,9375
N,9376,3,9376,9376
Y,9377,4,9377,9377
Y,9378,4,9378,9378
N,9379,2,9379,9379
N,9380,1,9380,9380
Y,9381,2,9381,9381
N,9382,3,9382,9382
N,9383,3,9383,9383
N,9384,3,9384,9384
N,9385,1,9385,9385
Y,9386,1,9386,9386
N,9387,1,9387,9387
Y,9388,2,9388,9388
N,9389,1,9389,9389
Y,9390,3,9390,9390
Y,9391,1,9391,9391
N,9392,2,9392,9392
N,9393,4,9393,9393
Y,9394,4,9394,9394
Y,9395,3,9395,9395
N,9396,2,9396,9396
N,9397,3,9397,9397
Y,9398,1,9398,9398
N,9399,3,9399,9399
Y,9400,3,9400,9400
Y,9401,3,9401,9401
N,9402,3,9402,9402
Y,9403,1,9403,9403
N,9404,4,9404,9404
Y,9405,4,9405,9405
Y,9406,4,9406,9406
Y,9407,4,9407,9407
N,9408,2,9408,9408
Y,9409,1,9409,9409
Y,9410,3,9410,9410
Y,9411,4,9411,9411
N,9412,2,9412,9412
N,9413,3,9413,9413
N,9414,1,9414,9414
Y,9415,2,9415,9415
Y,9416,3,9416,9416
N,9417,3,9417,9417
N,9418,3,9418,9418
N,9419,2,9419,9419
Y,9420,3,9420,9420
Y,9421,1,9421,9421
N,9422,4,9422,9422
N,9423,2,9423,9423
N,9424,4,9424,9424
N,9425,3,9425,9425
Y,9426,3,9426,9426
N,9427,3,9427,9427
Y,9428,3,9428,9428
N,9429,1,9429,9429
N,9430,2,9430,9430
Y,9431,2,9431,9431
N,9432,2,9432,9432
N,9433,4,9433,9433
Y,9434,3,9434,9434
N,9435,2,9435,9435
N,9436,4,9436,9436
N,9437,1,9437,9437
Y,9438,3,9438,9438
Y,9439,2,9439,9439
N,9440,1,9440,9440
Y,9441,3,9441,9441
N,9442,2,9442,9442
N,9443,4,9443,9443
N,9444,1,9444,9444
N,9445,2,9445,9445
Y,9446,1,9446,9446
Y,9447,3,9447,9447
Y,9448,3,9448,9448
N,9449,3,9449,9449
Y,9450,3,9450,9450
N,9451,3,9451,9451
Y,9452,1,9452,9452
Y,9453,3,9453,9453
Y,9454,4,9454,9454
N,9455,2,9455,9455
Y,9456,1,9456,9456
N,9457,3,9457,9457
Y,9458,1,9458,9458
Y,9459,3,9459,9459
N,9460,1,9460,9460
Y,9461,1,9461,9461
Y,9462,3,9462,9462
Y,9463,4,9463,9463
N,9464,2,9464,9464
N,9465,3,9465,9465
Y,9466,4,9466,9466
N,9467,4,9467,9467
N,9468,4,9468,9468
Y,9469,1,9469,9469
Y,9470,1,9470,9470
N,9471,4,9471,9471
Y,9472,2,9472,9472
N,9473,1,9473,9473
Y,9474,1,9474,9474
Y,9475,4,9475,9475
Y,9476,4,9476,9476
N,9477,2,9477,9477
Y,9478,4,9478,9478
Y,9479,2,9479,9479
Y,9480,1,9480,9480
Y,9481,1,9481,9481
Y,9482,3,9482,9482
N,9483,3,9483,9483
Y,9484,3,9484,9484
Y,9485,4,9485,9485
Y,9486,1,9486,9486
Y,9487,3,9487,9487
N,9488,3,9488,9488
N,9489,2,9489,9489
N,9490,2,9490,9490
N,9491,4,9491,9491
N,9492,2,9492,9492
N,9493,3,9493,9493
N,9494,3,9494,9494
Y,9495,4,9495,9495
N,9496,4,9496,9496
N,9497,1,9497,9497
N,9498,3,9498,9498
Y,9499,1,9499,9499
N,9500,2,9500,9500
Y,9501,2,9501,9501
Y,9502,2,9502,9502
N,9503,4,9503,9503
N,9504,1,9504,9504
Y,9505,3,9505,9505
Y,9506,2,9506,9506
N,9507,1,9507,9507
N,9508,3,9508,9508
N,9509,1,9509,9509
N,9510,3,9510,9510
Y,9511,4,9511,9511
N,9512,2,9512,9512
Y,9513,3,9513,9513
Y,9514,3,9514,9514
Y,9515,3,9515,9515
N,9516,2,9516,9516
N,9517,1,9517,9517
Y,9518,1,9518,9518
Y,9519,3,9519,9519
Y,9520,2,9520,9520
N,9521,3,9521,9521
Y,9522,1,9522,9522
N,9523,2,9523,9523
Y,9524,1,9524,9524
N,9525,4,9525,9525
Y,9526,3,9526,9526
N,9527,4,9527,9527
Y,9528,4,9528,9528
Y,9529,5,9529,9529
Y,9530,3,9530,9530
Y,9531,3,9531,9531
Y,9532,1,9532,9532
Y,9533,1,9533,9533
Y,9534,2,9534,9534
N,9535,4,9535,9535
N,9536,2,9536,9536
N,9537,3,9537,9537
Y,9538,1,9538,9538
Y,9539,1,9539,9539
N,9540,3,9540,9540
Y,9541,3,9541,9541
N,9542,1,9542,9542
Y,9543,1,9543,9543
Y,9544,3,9544,9544
Y,9545,3,9545,9545
N,9546,3,9546,9546
Y,9547,2,9547,9547
N,9548,3,9548,9548
Y,9549,3,9549,9549
Y,9550,3,9550,9550
N,9551,3,9551,9551
N,9552,3,9552,9552
Y,9553,2,9553,9553
N,9554,1,9554,9554
N,9555,3,9555,9555
N,9556,2,9556,9556
N,9557,1,9557,9557
Y,9558,4,9558,9558
Y,9559,1,9559,9559
N,9560,4,9560,9560
Y,9561,3,9561,9561
Y,9562,2,9562,9562
Y,9563,3,9563,9563
Y,9564,3,9564,9564
N,9565,1,9565,9565
Y,9566,1,9566,9566
N,9567,1,9567,9567
Y,9568,3,9568,9568
N,9569,4,9569,9569
N,9570,1,9570,9570
Y,9571,4,9571,9571
Y,9572,1,9572,9572
Y,9573,2,9573,9573
N,9574,3,9574,9574
N,9575,3,9575,9575
N,9576,2,9576,9576
Y,9577,4,9577,9577
Y,9578,3,9578,9578
Y,9579,4,9579,9579
Y,9580,4,9580,9580
Y,9581,4,9581,9581
N,9582,3,9582,9582
Y,9583,3,9583,9583
Y,9584,3,9584,9584
N,9585,1,9585,9585
Y,9586,1,9586,9586
Y,9587,2,9587,9587
N,9588,1,9588,9588
N,9589,2,9589,9589
N,9590,2,9590,9590
Y,9591,4,9591,9591
Y,9592,4,9592,9592
Y,9593,1,9593,9593
N,9594,2,9594,9594
N,9595,2,9595,9595
N,9596,2,9596,9596
N,9597,2,9597,9597
N,9598,1,9598,9598
N,9599,1,9599,9599
N,9600,2,9600,9600
N,9601,3,9601,9601
Y,9602,1,9602,9602
Y,9603,1,9603,9603
Y,9604,4,9604,9604
N,9605,3,9605,9605
Y,9606,1,9606,9606
N,9607,2,9607,9607
Y,9608,3,9608,9608
N,9609,4,9609,9609
Y,9610,1,9610,9610
Y,9611,3,9611,9611
N,9612,3,9612,9612
N,9613,2,9613,9613
Y,9614,3,9614,9614
N,9615,4,9615,9615
Y,9616,3,9616,9616
N,9617,2,9617,9617
N,9618,2,9618,9618
N,9619,2,9619,9619
Y,9620,2,9620,9620
Y,9621,3,9621,9621
Y,9622,1,9622,9622
Y,9623,3,9623,9623
N,9624,2,9624,9624
N,9625,1,9625,9625
Y,9626,3,9626,9626
Y,9627,4,9627,9627
N,9628,3,9628,9628
Y,9629,1,9629,9629
Y,9630,4,9630,9630
N,9631,4,9631,9631
N,9632,1,9632,9632
Y,9633,3,9633,9633
N,9634,3,9634,9634
N,9635,2,9635,9635
N,9636,3,9636,9636
Y,9637,1,9637,9637
N,9638,3,9638,9638
N,9639,2,9639,9639
N,9640,3,9640,9640
N,9641,2,9641,9641
Y,9642,2,9642,9642
N,9643,1,9643,9643
N,9644,2,9644,9644
N,9645,3,9645,9645
N,9646,3,9646,9646
N,9647,4,9647,9647
N,9648,3,9648,9648
Y,9649,3,9649,9649
Y,9650,4,9650,9650
N,9651,2,9651,9651
N,9652,1,9652,9652
Y,9653,3,9653,9653
N,9654,2,9654,9654
N,9655,3,9655,9655
Y,9656,3,9656,9656
Y,9657,1,9657,9657
N,9658,2,9658,9658
Y,9659,3,9659,9659
Y,9660,2,9660,9660
N,9661,1,9661,9661
Y,9662,4,9662,9662
N,9663,3,9663,9663
N,9664,4,9664,9664
Y,9665,4,9665,9665
Y,9666,3,9666,9666
N,9667,2,9667,9667
Y,9668,4,9668,9668
N,9669,4,9669,9669
Y,9670,1,9670,9670
Y,9671,3,9671,9671
N,9672,2,9672,9672
Y,9673,3,9673,9673
N,9674,3,9674,9674
N,9675,4,9675,9675
Y,9676,3,9676,9676
N,9677,4,9677,9677
Y,9678,3,9678,9678
N,9679,3,9679,9679
Y,9680,2,9680,9680
N,9681,4,9681,9681
N,9682,3,9682,9682
N,9683,4,9683,9683
N,9684,3,9684,9684
N,9685,1,9685,9685
Y,9686,3,9686,9686
N,9687,2,9687,9687
N,9688,2,9688,9688
Y,9689,2,9689,9689
Y,9690,4,9690,9690
Y,9691,4,9691,9691
Y,9692,1,9692,9692
Y,9693,2,9693,9693
Y,9694,1,9694,9694
N,9695,4,9695,9695
N,9696,3,9696,9696
N,9697,2,9697,9697
N,9698,3,9698,9698
Y,9699,4,9699,9699
Y,9700,2,9700,9700
Y,9701,2,9701,9701
N,9702,2,9702,9702
N,9703,3,9703,9703
N,9704,4,9704,9704
Y,9705,3,9705,9705
Y,9706,3,9706,9706
Y,9707,2,9707,9707
Y,9708,3,9708,9708
Y,9709,3,9709,9709
N,9710,4,9710,9710
Y,9711,2,9711,9711
N,9712,3,9712,9712
Y,9713,2,9713,9713
N,9714,3,9714,9714
N,9715,1,9715,9715
N,9716,4,9716,9716
N,9717,3,9717,9717
N,9718,3,9718,9718
Y,9719,2,9719,9719
N,9720,2,9720,9720
Y,9721,1,9721,9721
Y,9722,1,9722,9722
N,9723,1,9723,9723
N,9724,3,9724,9724
Y,9725,3,9725,9725
Y,9726,3,9726,9726
Y,9727,3,9727,9727
Y,9728,1,9728,9728
N,9729,3,9729,9729
Y,9730,3,9730,9730
Y,9731,1,9731,9731
Y,9732,4,9732,9732
Y,9733,1,9733,9733
N,9734,3,9734,9734
N,9735,2,9735,9735
N,9736,3,9736,9736
N,9737,3,9737,9737
Y,9738,3,9738,9738
Y,9739,4,9739,9739
N,9740,1,9740,9740
N,9741,4,9741,9741
N,9742,4,9742,9742
N,9743,4,9743,9743
N,9744,2,9744,9744
Y,9745,1,9745,9745
Y,9746,3,9746,9746
N,9747,4,9747,9747
N,9748,3,9748,9748
N,9749,5,9749,9749
N,9750,1,9750,9750
Y,9751,3,9751,9751
Y,9752,4,9752,9752
N,9753,3,9753,9753
Y,9754,2,9754,9754
Y,9755,2,9755,9755
Y,9756,2,9756,9756
N,9757,1,9757,9757
N,9758,1,9758,9758
N,9759,2,9759,9759
N,9760,3,9760,9760
Y,9761,4,9761,9761
Y,9762,2,9762,9762
N,9763,2,9763,9763
Y,9764,3,9764,9764
N,9765,2,9765,9765
N,9766,3,9766,9766
N,9767,2,9767,9767
Y,9768,3,9768,9768
N,9769,4,9769,9769
Y,9770,2,9770,9770
N,9771,1,9771,9771
N,9772,4,9772,9772
N,9773,3,9773,9773
N,9774,2,9774,9774
Y,9775,3,9775,9775
Y,9776,4,9776,9776
Y,9777,2,9777,9777
N,9778,3,9778,9778
Y,9779,3,9779,9779
N,9780,2,9780,9780
N,9781,1,9781,9781
N,9782,3,9782,9782
Y,9783,3,9783,9783
Y,9784,3,9784,9784
Y,9785,1,9785,9785
Y,9786,3,9786,9786
N,9787,1,9787,9787
Y,9788,1,9788,9788
Y,9789,1,9789,9789
N,9790,4,9790,9790
Y,9791,4,9791,9791
Y,9792,3,9792,9792
Y,9793,4,9793,9793
N,9794,2,9794,9794
N,9795,1,9795,9795
N,9796,1,9796,9796
Y,9797,1,9797,9797
Y,9798,3,9798,9798
N,9799,3,9799,9799
N,9800,1,9800,9800
N,9801,4,9801,9801
N,9802,1,9802,9802
Y,9803,1,9803,9803
N,9804,3,9804,9804
Y,9805,1,9805,9805
N,9806,4,9806,9806
Y,9807,3,9807,9807
Y,9808,3,9808,9808
Y,9809,1,9809,9809
N,9810,1,9810,9810
N,9811,2,9811,9811
N,9812,3,9812,9812
Y,9813,3,9813,9813
Y,9814,4,9814,9814
N,9815,2,9815,9815
Y,9816,3,9816,9816
Y,9817,4,9817,9817
Y,9818,4,9818,9818
Y,9819,4,9819,9819
Y,9820,4,9820,9820
Y,9821,3,9821,9821
Y,9822,2,9822,9822
Y,9823,1,9823,9823
N,9824,1,9824,9824
Y,9825,3,9825,9825
Y,9826,4,9826,9826
N,9827,2,9827,9827
Y,9828,3,9828,9828
Y,9829,2,9829,9829
N,9830,4,9830,9830
Y,9831,1,9831,9831
Y,9832,1,9832,9832
Y,9833,1,9833,9833
N,9834,4,9834,9834
Y,9835,2,9835,9835
Y,9836,2,9836,9836
N,9837,4,9837,9837
Y,9838,3,9838,9838
N,9839,4,9839,9839
N,9840,4,9840,9840
Y,9841,3,9841,9841
N,9842,4,9842,9842
N,9843,2,9843,9843
Y,9844,3,9844,9844
N,9845,3,9845,9845
N,9846,2,9846,9846
N,9847,4,9847,9847
Y,9848,1,9848,9848
Y,9849,3,9849,9849
N,9850,3,9850,9850
Y,9851,4,9851,9851
Y,9852,3,9852,9852
Y,9853,1,9853,9853
Y,9854,2,9854,9854
N,9855,1,9855,9855
Y,9856,1,9856,9856
N,9857,2,9857,9857
Y,9858,2,9858,9858
Y,9859,4,9859,9859
N,9860,2,9860,9860
N,9861,2,9861,9861
Y,9862,2,9862,9862
Y,9863,4,9863,9863
N,9864,2,9864,9864
N,9865,3,9865,9865
Y,9866,3,9866,9866
N,9867,3,9867,9867
Y,9868,3,9868,9868
Y,9869,2,9869,9869
Y,9870,2,9870,9870
N,9871,1,9871,9871
Y,9872,4,9872,9872
N,9873,2,9873,9873
Y,9874,1,9874,9874
N,9875,1,9875,9875
Y,9876,2,9876,9876
N,9877,3,9877,9877
N,9878,1,9878,9878
Y,9879,3,9879,9879
Y,9880,3,9880,9880
Y,9881,1,9881,9881
Y,9882,1,9882,9882
N,9883,3,9883,9883
N,9884,1,9884,9884
Y,9885,1,9885,9885
N,9886,2,9886,9886
N,9887,3,9887,9887
Y,9888,4,9888,9888
Y,9889,3,9889,9889
Y,9890,3,9890,9890
N,9891,2,9891,9891
Y,9892,4,9892,9892
N,9893,3,9893,9893
N,9894,4,9894,9894
N,9895,3,9895,9895
Y,9896,1,9896,9896
N,9897,2,9897,9897
Y,9898,3,9898,9898
N,9899,1,9899,9899
Y,9900,2,9900,9900
Y,9901,3,9901,9901
N,9902,2,9902,9902
N,9903,3,9903,9903
N,9904,3,9904,9904
Y,9905,3,9905,9905
Y,9906,1,9906,9906
N,9907,3,9907,9907
Y,9908,3,9908,9908
Y,9909,3,9909,9909
N,9910,1,9910,9910
Y,9911,3,9911,9911
Y,9912,3,9912,9912
Y,9913,4,9913,9913
N,9914,3,9914,9914
Y,9915,4,9915,9915
N,9916,2,9916,9916
Y,9917,3,9917,9917
Y,9918,4,9918,9918
N,9919,1,9919,9919
Y,9920,1,9920,9920
Y,9921,3,9921,9921
N,9922,2,9922,9922
N,9923,2,9923,9923
N,9924,2,9924,9924
N,9925,2,9925,9925
N,9926,1,9926,9926
Y,9927,1,9927,9927
Y,9928,1,9928,9928
Y,9929,3,9929,9929
Y,9930,2,9930,9930
N,9931,2,9931,9931
N,9932,1,9932,9932
Y,9933,3,9933,9933
Y,9934,3,9934,9934
Y,9935,3,9935,9935
N,9936,2,9936,9936
N,9937,2,9937,9937
Y,9938,3,9938,9938
N,9939,3,9939,9939
Y,9940,3,9940,9940
N,9941,4,9941,9941
N,9942,2,9942,9942
Y,9943,3,9943,9943
N,9944,2,9944,9944
Y,9945,5,9945,9945
N,9946,2,9946,9946
N,9947,4,9947,9947
N,9948,4,9948,9948
Y,9949,1,9949,9949
N,9950,3,9950,9950
N,9951,4,9951,9951
N,9952,2,9952,9952
Y,9953,3,9953,9953
N,9954,3,9954,9954
N,9955,4,9955,9955
Y,9956,1,9956,9956
N,9957,2,9957,9957
N,9958,1,9958,9958
N,9959,3,9959,9959
Y,9960,1,9960,9960
Y,9961,3,9961,9961
Y,9962,1,9962,9962
Y,9963,4,9963,9963
Y,9964,1,9964,9964
N,9965,4,9965,9965
Y,9966,2,9966,9966
N,9967,3,9967,9967
Y,9968,3,9968,9968
Y,9969,4,9969,9969
N,9970,3,9970,9970
N,9971,2,9971,9971
N,9972,1,9972,9972
N,9973,2,9973,9973
N,9974,1,9974,9974
Y,9975,3,9975,9975
N,9976,2,9976,9976
N,9977,3,9977,9977
N,9978,2,9978,9978
N,9979,3,9979,9979
Y,9980,3,9980,9980
Y,9981,3,9981,9981
N,9982,2,9982,9982
Y,9983,3,9983,9983
N,9984,2,9984,9984
Y,9985,1,9985,9985
Y,9986,2,9986,9986
Y,9987,4,9987,9987
Y,9988,3,9988,9988
Y,9989,3,9989,9989
Y,9990,2,9990,9990
Y,9991,4,9991,9991
N,9992,2,9992,9992
N,9993,4,9993,9993
Y,9994,2,9994,9994
N,9995,1,9995,9995
N,9996,3,9996,9996
Y,9997,4,9997,9997
N,9998,3,9998,9998
Y,9999,4,9999,9999
Y,10000,1,10000,10000
Y,10001,2,10001,10001
N,10002,3,10002,10002
N,10003,3,10003,10003
N,10004,2,10004,10004
Y,10005,1,10005,10005
Y,10006,3,10006,10006
N,10007,3,10007,10007
N,10008,4,10008,10008
Y,10009,4,10009,10009
Y,10010,3,10010,10010
N,10011,1,10011,10011
N,10012,4,10012,10012
N,10013,4,10013,10013
Y,10014,3,10014,10014
Y,10015,1,10015,10015
Y,10016,2,10016,10016
Y,10017,3,10017,10017
Y,10018,1,10018,10018
Y,10019,2,10019,10019
N,10020,4,10020,10020
Y,10021,1,10021,10021
Y,10022,3,10022,10022
N,10023,1,10023,10023
N,10024,2,10024,10024
N,10025,4,10025,10025
N,10026,3,10026,10026
N,10027,3,10027,10027
N,10028,2,10028,10028
N,10029,4,10029,10029
Y,10030,1,10030,10030
N,10031,2,10031,10031
Y,10032,1,10032,10032
Y,10033,3,10033,10033
Y,10034,4,10034,10034
Y,10035,3,10035,10035
Y,10036,1,10036,10036
N,10037,3,10037,10037
N,10038,4,10038,10038
Y,10039,4,10039,10039
Y,10040,4,10040,10040
N,10041,4,10041,10041
N,10042,1,10042,10042
Y,10043,1,10043,10043
Y,10044,2,10044,10044
N,10045,3,10045,10045
Y,10046,3,10046,10046
N,10047,3,10047,10047
Y,10048,3,10048,10048
N,10049,4,10049,10049
N,10050,3,10050,10050
N,10051,1,10051,10051
Y,10052,2,10052,10052
N,10053,3,10053,10053
Y,10054,4,10054,10054
Y,10055,1,10055,10055
N,10056,2,10056,10056
N,10057,3,10057,10057
N,10058,3,10058,10058
Y,10059,3,10059,10059
N,10060,4,10060,10060
N,10061,1,10061,10061
Y,10062,3,10062,10062
N,10063,2,10063,10063
N,10064,2,10064,10064
Y,10065,2,10065,10065
Y,10066,3,10066,10066
N,10067,1,10067,10067
Y,10068,4,10068,10068
N,10069,3,10069,10069
N,10070,3,10070,10070
Y,10071,1,10071,10071
Y,10072,2,10072,10072
N,10073,3,10073,10073
Y,10074,4,10074,10074
Y,10075,1,10075,10075
Y,10076,3,10076,10076
Y,10077,3,10077,10077
N,10078,2,10078,10078
N,10079,1,10079,10079
N,10080,3,10080,10080
N,10081,2,10081,10081
Y,10082,3,10082,10082
